config_id,repeat,best_cost_minutes,found_at_iteration,execution_time,ants,iterations,alpha,beta,evaporation,patience,patience_small_shake,patience_big_shake,big_shake_evaporation,big_shake_duration,intensity_small_shake,intensity_big_shake,intensity_elite_ant,ranked_ants_count,q_pheromone,tau_min,tau_max
17,2,1210.7261079333334,2345,48.19,40,5000,0.5,2.0,0.05,1200,999999,300,0.4,60,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
17,3,1246.1640766833334,1824,37.24,40,5000,0.5,2.0,0.05,1200,999999,300,0.4,60,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
17,4,1215.0336263833333,2656,55.18,40,5000,0.5,2.0,0.05,1200,999999,300,0.4,60,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
17,5,1234.6480008833335,2236,46.28,40,5000,0.5,2.0,0.05,1200,999999,300,0.4,60,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
17,6,1227.0420202833334,1769,36.41,40,5000,0.5,2.0,0.05,1200,999999,300,0.4,60,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
17,7,1190.36738485,2570,52.98,40,5000,0.5,2.0,0.05,1200,999999,300,0.4,60,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
17,8,1205.01679795,1961,40.2,40,5000,0.5,2.0,0.05,1200,999999,300,0.4,60,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
17,9,1217.4082019333334,1736,35.72,40,5000,0.5,2.0,0.05,1200,999999,300,0.4,60,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
17,10,1184.6051690166667,3722,76.43,40,5000,0.5,2.0,0.05,1200,999999,300,0.4,60,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
18,1,1327.4499039,1471,30.27,40,5000,0.5,2.0,0.05,1200,999999,300,0.4,60,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
18,2,1275.6260554666667,2797,57.6,40,5000,0.5,2.0,0.05,1200,999999,300,0.4,60,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
18,3,1226.4221296833334,3585,75.02,40,5000,0.5,2.0,0.05,1200,999999,300,0.4,60,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
18,4,1321.4222760166665,2704,56.94,40,5000,0.5,2.0,0.05,1200,999999,300,0.4,60,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
18,5,1239.2205156666669,1732,35.75,40,5000,0.5,2.0,0.05,1200,999999,300,0.4,60,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
18,6,1186.4317129666665,2681,56.66,40,5000,0.5,2.0,0.05,1200,999999,300,0.4,60,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
18,7,1168.5365289666665,2649,69.63,40,5000,0.5,2.0,0.05,1200,999999,300,0.4,60,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
18,8,1188.6166276000001,1850,42.53,40,5000,0.5,2.0,0.05,1200,999999,300,0.4,60,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
18,9,1172.2807928,2883,64.55,40,5000,0.5,2.0,0.05,1200,999999,300,0.4,60,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
18,10,1142.050151,3188,71.75,40,5000,0.5,2.0,0.05,1200,999999,300,0.4,60,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
19,1,1223.8187531166666,3113,65.68,40,5000,0.5,2.0,0.05,1200,999999,450,0.4,90,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
19,2,1194.4157212333334,3239,67.83,40,5000,0.5,2.0,0.05,1200,999999,450,0.4,90,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
19,3,1188.8205823333333,1924,39.83,40,5000,0.5,2.0,0.05,1200,999999,450,0.4,90,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
19,4,1208.4157309166667,2807,58.54,40,5000,0.5,2.0,0.05,1200,999999,450,0.4,90,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
19,5,1188.8464511,2800,58.31,40,5000,0.5,2.0,0.05,1200,999999,450,0.4,90,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
19,6,1094.5199288833333,3130,65.02,40,5000,0.5,2.0,0.05,1200,999999,450,0.4,90,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
19,7,1198.9074859666664,3761,78.35,40,5000,0.5,2.0,0.05,1200,999999,450,0.4,90,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
19,8,1138.92900465,3857,80.35,40,5000,0.5,2.0,0.05,1200,999999,450,0.4,90,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
19,9,1141.9143729333334,2955,61.04,40,5000,0.5,2.0,0.05,1200,999999,450,0.4,90,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
19,10,1199.4243710166666,2707,55.89,40,5000,0.5,2.0,0.05,1200,999999,450,0.4,90,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
20,1,1150.6149788166665,0,103.4,40,5000,0.5,2.0,0.05,1200,999999,450,0.4,90,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
20,2,1203.1683737166666,2894,59.72,40,5000,0.5,2.0,0.05,1200,999999,450,0.4,90,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
20,3,1229.9334208,2055,42.31,40,5000,0.5,2.0,0.05,1200,999999,450,0.4,90,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
20,4,1331.5219304333332,1854,38.32,40,5000,0.5,2.0,0.05,1200,999999,450,0.4,90,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
20,5,1202.6075107,4112,85.02,40,5000,0.5,2.0,0.05,1200,999999,450,0.4,90,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
20,6,1160.3206581833333,3797,78.72,40,5000,0.5,2.0,0.05,1200,999999,450,0.4,90,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
20,7,1301.5086574166667,1920,39.6,40,5000,0.5,2.0,0.05,1200,999999,450,0.4,90,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
20,8,1181.5749509333332,3453,71.4,40,5000,0.5,2.0,0.05,1200,999999,450,0.4,90,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
20,9,1206.2167741666667,3637,75.14,40,5000,0.5,2.0,0.05,1200,999999,450,0.4,90,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
20,10,1263.9975330333332,2724,55.94,40,5000,0.5,2.0,0.05,1200,999999,450,0.4,90,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
21,1,1282.55925185,1514,31.29,40,5000,0.5,2.0,0.05,1200,999999,999999,0.4,0,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
21,2,1299.0728006333334,4464,91.79,40,5000,0.5,2.0,0.05,1200,999999,999999,0.4,0,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
21,3,1335.8623148666668,2088,42.88,40,5000,0.5,2.0,0.05,1200,999999,999999,0.4,0,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
21,4,1355.177070683333,1480,30.44,40,5000,0.5,2.0,0.05,1200,999999,999999,0.4,0,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
21,5,1322.2766492999997,3897,80.83,40,5000,0.5,2.0,0.05,1200,999999,999999,0.4,0,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
