config_id,repeats_count,ants,iterations,alpha,beta,evaporation,patience,patience_big_shake,big_shake_evaporation,big_shake_duration,intensity_big_shake,tau_min,tau_max,best_cost_min,best_cost_max,best_cost_avg,best_cost_std,best_cost_var,best_cost_median,best_cost_minutes_min,best_cost_minutes_max,best_cost_minutes_avg,best_cost_minutes_std,best_cost_minutes_var,best_cost_minutes_median,best_iteration_min,best_iteration_max,best_iteration_avg,best_iteration_std,best_iteration_var,best_iteration_median,iterations_done_min,iterations_done_max,iterations_done_avg,iterations_done_std,iterations_done_var,iterations_done_median,avg_cost_final_minutes_min,avg_cost_final_minutes_max,avg_cost_final_minutes_avg,avg_cost_final_minutes_std,avg_cost_final_minutes_var,avg_cost_final_minutes_median,diversity_final_min,diversity_final_max,diversity_final_avg,diversity_final_std,diversity_final_var,diversity_final_median,execution_time_min,execution_time_max,execution_time_avg,execution_time_std,execution_time_var,execution_time_median,big_shakes_count_min,big_shakes_count_max,big_shakes_count_avg,big_shakes_count_std,big_shakes_count_var,big_shakes_count_median
11,10,40,4000,0.5,2.0,0.05,650,400,0.4,80,0.6,0.01,10.0,71891.3305,85996.8889,77945.25919,4641.348859299986,21542119.23372528,77796.067,1198.1888,1433.2815,1299.08766,77.35582079990574,5983.923011627129,1296.60115,237,656,450.3,158.99339608927158,25278.900000000005,473.5,887,1306,1100.3,158.99339608927158,25278.900000000005,1123.5,1618.5059,2034.1454,1836.8714,132.6815897743081,17604.40426503778,1877.97325,0.1078,0.2407,0.15386,0.041743614282107065,0.0017425293333333328,0.15215,28.62,45.07,35.964999999999996,5.621364504183026,31.599738888888876,37.015,2,3,2.4,0.5163977794943222,0.2666666666666666,2.0
12,10,40,4000,0.5,2.0,0.05,650,999999,0.4,0,0.3,0.01,10.0,68680.9595,88118.3708,78875.21562999999,6624.850796188806,43888648.071763456,78262.9119,1144.6827,1468.6395,1314.5869200000002,110.41418587269783,12191.292441930666,1304.38185,173,685,404.1,187.80217132811737,35269.65555555555,360.5,823,1335,1054.1,187.8021713281174,35269.65555555556,1010.5,1499.8961,1802.7426,1662.34781,104.88988597958287,11001.888180809894,1669.6682999999998,0.0262,0.0986,0.07157,0.019705162888046482,0.00038829344444444436,0.0752,26.31,43.23,34.001,6.230864840988501,38.82367666666665,32.275000000000006,0,0,0.0,0.0,0.0,0.0
13,10,40,4000,0.5,2.0,0.05,1000,100,0.4,20,0.3,0.01,10.0,74714.1871,80611.5575,77675.40878,2010.6886596006239,4042868.8858465534,78161.00690000001,1245.2365,1343.526,1294.59015,33.511477618281084,1123.019132160554,1302.68345,916,3112,1671.0,743.1869811083136,552326.8888888889,1414.0,0,3525,2259.8,962.511044669676,926427.511111111,2312.0,1831.8813,1964.5676,1908.07177,43.178813331284246,1864.4099206978904,1910.24745,0.0,0.2194,0.16218,0.0622218753958588,0.0038715617777777783,0.18055,59.15,131.22,86.201,23.436912220777813,549.2888544444444,78.765,18,39,25.9,7.264066813202276,52.766666666666666,23.0
14,10,40,4000,0.5,2.0,0.05,1000,100,0.4,20,0.6,0.01,10.0,73951.1141,86358.4324,79581.82373999999,4337.811097681564,18816605.11916934,78595.21244999999,1232.5186,1439.3072,1326.3637199999998,72.29684781426883,5226.834203879548,1309.9202,409,2413,1164.4,663.6902222506454,440484.71111111116,1070.5,1409,3413,2164.4,663.6902222506455,440484.7111111112,2070.5,1905.2129,2156.7212,1978.3181499999998,67.91453866389321,4612.384561929445,1968.69355,0.1807,0.2453,0.21656,0.020568325162735043,0.00042305599999999956,0.22039999999999998,46.92,112.73,71.76599999999999,22.286199117640297,496.67467111111114,69.02,13,33,20.9,6.454111523328021,41.65555555555555,20.0
15,10,40,4000,0.5,2.0,0.05,1000,250,0.4,50,0.3,0.01,10.0,69625.6911,83890.3997,77260.4883,3834.619470448239,14704306.483140733,77972.8492,1160.4282,1398.1733,1287.67481,63.91030776565702,4084.5274387010004,1299.5475000000001,262,2418,967.6,667.7255257797008,445857.37777777785,891.0,1262,3418,1967.6,667.7255257797008,445857.3777777779,1891.0,1692.5054,2110.0044,1846.42946,114.68633059302998,13152.954424893764,1835.49795,0.1378,0.2125,0.16316999999999998,0.024285205830344995,0.0005897712222222226,0.16005,40.07,113.12,64.718,22.60903791751334,511.16859555555595,61.489999999999995,5,13,7.3,2.6267851073127395,6.900000000000001,7.0
16,10,40,4000,0.5,2.0,0.05,1000,250,0.4,50,0.6,0.01,10.0,71152.7663,81793.8052,76665.16060999999,3352.1553049888043,11236945.188764583,76848.70785,1185.8794,1363.2301,1277.75268,55.86926317643125,3121.374567877336,1280.8118,256,2506,1144.6,758.5893633727158,575457.8222222222,863.5,1256,3506,2144.6,758.5893633727158,575457.8222222221,1863.5,1729.1908,1950.9273,1827.22201,83.51840220936607,6975.323507605443,1814.3966500000001,0.1108,0.2103,0.14081,0.027303050297641754,0.0007454565555555555,0.13355,38.63,108.3,67.12100000000001,23.578410298877706,555.9414322222223,61.755,4,13,7.9,2.923088169119167,8.544444444444444,6.5
17,10,40,4000,0.5,2.0,0.05,1000,400,0.4,80,0.3,0.01,10.0,72417.3863,80956.6613,77469.51664,3069.6046148865757,9422472.491732962,77562.10085,1206.9564,1349.2777,1291.15862,51.16009240311347,2617.3550546951083,1292.7017,213,3302,1059.8,1063.088352134687,1130156.8444444444,526.0,0,3223,1629.6,915.0595851880054,837334.0444444445,1372.0,1673.4396,2018.3402,1851.60657,105.15573661945461,11057.728943980108,1854.6102,0.0,0.2042,0.13684,0.05735790558705341,0.0032899293333333328,0.14179999999999998,36.84,122.66,62.101,30.49428341691457,929.901321111111,46.495000000000005,3,9,4.7,2.359378449224852,5.566666666666666,3.5
18,10,40,4000,0.5,2.0,0.05,1000,400,0.4,80,0.6,0.01,10.0,67193.0935,79484.7294,74893.16354000001,3527.597535646148,12443944.373496778,75000.98905,1119.8849,1324.7455,1248.2194,58.79330194378723,3456.6523534533353,1250.0165000000002,269,2045,868.3,557.3604558791176,310650.6777777778,777.0,1269,3045,1868.3,557.3604558791176,310650.6777777778,1777.0,1623.3345,1950.159,1819.21645,102.88288868374401,10584.888783911661,1839.1388499999998,0.1062,0.2085,0.14743,0.03592158280353347,0.0012903601111111116,0.13695000000000002,38.68,93.04,56.998000000000005,16.9756909857727,288.17408444444453,54.379999999999995,3,7,4.2,1.3165611772087666,1.7333333333333332,4.0
19,10,40,4000,0.5,2.0,0.05,1000,999999,0.4,0,0.3,0.01,10.0,75088.4345,90262.1834,80916.14258,4545.99231857816,20666046.16057163,81178.3686,1251.4739,1504.3697,1348.6023799999998,75.76654025707008,5740.568622526221,1352.97285,261,844,498.6,217.1974012531253,47174.711111111115,433.5,1261,1844,1498.6,217.1974012531253,47174.711111111115,1433.5,1542.4982,1836.7788,1714.5790000000002,87.87268196852887,7721.608236342219,1726.8131,0.0029,0.1071,0.06219,0.03210141741418905,0.0010305009999999999,0.06735,38.16,56.14,45.261,6.658874529528245,44.34061000000001,43.215,0,0,0.0,0.0,0.0,0.0
20,10,40,4000,0.5,2.0,0.1,300,100,0.4,20,0.3,0.01,10.0,71026.7356,83008.417,77710.03657,4077.637056770304,16627123.966746386,78817.91935000001,1183.7789,1383.4736,1295.16727,67.96061697398399,4618.645459484561,1313.63195,95,711,284.5,167.85857142249245,28176.5,234.0,395,1011,584.5,167.85857142249245,28176.5,534.0,1781.9552,1953.2796,1852.05285,58.36819544969581,3406.8462400538906,1842.8587499999999,0.1243,0.2175,0.15250999999999998,0.0274210563861667,0.0007519143333333335,0.14589999999999997,11.92,30.79,17.811,5.101482246476127,26.025121111111115,16.294999999999998,3,9,5.0,1.699673171197595,2.888888888888889,4.5
21,10,40,4000,0.5,2.0,0.1,300,100,0.4,20,0.6,0.01,10.0,72339.9105,85985.8434,81409.08761999999,4133.516930545628,17085962.215107355,81847.70825,1205.6652,1433.0974,1356.81813,68.89193781828095,4746.09909635789,1364.1285,102,792,338.0,213.73503846273465,45682.66666666666,303.0,402,1092,638.0,213.73503846273465,45682.66666666666,603.0,1786.8527,2039.1432,1892.6549,83.90089387667122,7039.359993304447,1867.46575,0.1285,0.2322,0.15472999999999998,0.028606294956025156,0.0008183201111111103,0.1515,12.18,32.91,19.335,6.448674713113971,41.58540555555555,18.325,3,10,5.5,2.173067468400883,4.722222222222223,5.5
22,10,40,4000,0.5,2.0,0.1,300,250,0.4,50,0.3,0.01,10.0,74647.1099,88652.164,79504.05253,4328.380688144612,18734879.381503224,78940.80804999999,1244.1185,1477.5361,1325.0675299999998,72.13967701652821,5204.133000049009,1315.6801,143,744,361.3,172.97658801121037,29920.900000000005,352.0,443,1044,661.3,172.97658801121037,29920.90000000001,652.0,1619.0595,1892.8702,1780.8546300000003,89.16832465764524,7950.990122251225,1803.8053,0.1011,0.17,0.12549,0.022647268660431836,0.000512898777777778,0.12279999999999999,13.54,31.87,20.03,5.263254168710119,27.701844444444443,19.795,1,4,2.1,0.8755950357709131,0.7666666666666666,2.0
23,10,40,4000,0.5,2.0,0.1,300,250,0.4,50,0.6,0.01,10.0,69806.2901,84287.1043,76257.46388,4570.554332727921,20889966.90841797,75669.16845,1163.4382,1404.7851,1270.95773,76.17591346566839,5802.769792328998,1261.1527999999998,115,493,215.3,117.63413147929852,13837.78888888889,170.0,415,793,515.3,117.6341314792985,13837.788888888887,470.0,1624.6048,1910.3022,1788.1242300000001,80.73115149845673,6517.518822266771,1785.29575,0.1054,0.1696,0.12555,0.01873388196112417,0.0003509583333333336,0.12085000000000001,13.08,25.26,16.564,3.755654107845634,14.104937777777785,15.719999999999999,1,3,1.5,0.7071067811865475,0.4999999999999999,1.0
24,10,40,4000,0.5,2.0,0.1,300,999999,0.4,0,0.3,0.01,10.0,75628.7671,89166.3177,80307.00304000001,4215.188872475517,17767817.23064142,79221.20365,1260.4795,1486.1053,1338.45006,70.2531400071864,4935.503680869334,1320.3534,76,408,220.8,118.6243370195734,14071.733333333334,181.5,376,708,520.8,118.62433701957343,14071.73333333334,481.5,1428.4201,1859.4659,1696.2301,137.20295843532915,18824.651803406658,1711.47395,0.0386,0.0939,0.07644999999999999,0.01827890405175686,0.0003341183333333334,0.0812,12.0,22.44,16.562,3.793388400303291,14.389795555555562,15.64,0,0,0.0,0.0,0.0,0.0
25,10,40,4000,0.5,2.0,0.1,650,100,0.4,20,0.3,0.01,10.0,73633.5221,83564.9176,77540.07751,2740.572775864735,7510739.139810939,77305.36175,1227.2254,1392.7486,1292.3346299999998,45.676198083175045,2086.315071333444,1288.4227,159,1800,623.5,512.632259356874,262791.8333333333,378.0,809,2450,1273.5,512.632259356874,262791.8333333333,1028.0,1699.4941,2009.5373,1865.6554199999998,86.58059341978303,7496.199156921777,1860.90185,0.1091,0.2266,0.16541,0.039574078216260036,0.001566107666666667,0.15565,25.88,75.86,39.825,15.53390860880373,241.30231666666663,32.09,7,24,12.1,5.2588549662027715,27.65555555555555,10.0
26,10,40,4000,0.5,2.0,0.1,650,100,0.4,20,0.6,0.01,10.0,70513.4212,88419.9837,79645.07983,5809.413894689262,33749289.79980866,80032.03085000001,1175.2237,1473.6664,1327.41799,96.82356392080105,9374.802530325447,1333.86715,81,1395,660.6,446.6537809086586,199499.59999999998,662.5,731,2045,1310.6,446.65378090865863,199499.6,1312.5,1854.5619,2073.7774,1969.0734,81.77131307413929,6686.547641868903,1984.79745,0.1572,0.2838,0.23732000000000003,0.03626865190644824,0.0013154151111111115,0.24155,22.92,62.37,40.954,13.98788221600714,195.66084888888884,40.255,7,20,12.6,4.4522154285504,19.822222222222223,12.5
27,10,40,4000,0.5,2.0,0.1,650,250,0.4,50,0.3,0.01,10.0,72151.6617,88266.0442,79109.70245000001,4909.754994408051,24105694.105114803,78017.2073,1202.5277,1471.1007,1318.49504,81.82924201467341,6696.024848695993,1300.2867999999999,132,2659,880.7,828.1256010479999,685792.011111111,575.0,782,3309,1530.7,828.1256010479999,685792.011111111,1225.0,1722.7122,1991.1658,1833.80312,80.95797705512001,6554.194048857337,1829.5298,0.1128,0.1506,0.13064,0.01045000797447862,0.00010920266666666677,0.12815,23.74,102.64,47.988,25.912395489417804,671.4522400000001,37.705,3,13,5.8,3.293090409394258,10.844444444444441,4.5
