config_id,repeats_count,ants,iterations,alpha,beta,evaporation,patience,patience_big_shake,big_shake_evaporation,big_shake_duration,intensity_big_shake,tau_min,tau_max,best_cost_min,best_cost_max,best_cost_avg,best_cost_std,best_cost_var,best_cost_median,best_cost_minutes_min,best_cost_minutes_max,best_cost_minutes_avg,best_cost_minutes_std,best_cost_minutes_var,best_cost_minutes_median,best_iteration_min,best_iteration_max,best_iteration_avg,best_iteration_std,best_iteration_var,best_iteration_median,iterations_done_min,iterations_done_max,iterations_done_avg,iterations_done_std,iterations_done_var,iterations_done_median,avg_cost_final_minutes_min,avg_cost_final_minutes_max,avg_cost_final_minutes_avg,avg_cost_final_minutes_std,avg_cost_final_minutes_var,avg_cost_final_minutes_median,diversity_final_min,diversity_final_max,diversity_final_avg,diversity_final_std,diversity_final_var,diversity_final_median,execution_time_min,execution_time_max,execution_time_avg,execution_time_std,execution_time_var,execution_time_median,big_shakes_count_min,big_shakes_count_max,big_shakes_count_avg,big_shakes_count_std,big_shakes_count_var,big_shakes_count_median
94,10,40,4000,0.5,3.5,0.1,1000,400,0.4,80,0.6,0.01,10.0,66647.2004,80092.2137,76486.88652,4142.982859099607,17164306.97079315,77941.26925000001,1110.7867,1334.8702,1274.78144,69.04970290567995,4767.861471362666,1299.02115,125,2810,790.3,902.8094483333678,815064.8999999999,379.5,1125,3810,1790.3,902.8094483333678,815064.8999999999,1379.5,1575.4731,1894.0251,1708.393,85.63273902852032,7332.965993526668,1714.0061500000002,0.0589,0.1399,0.09754,0.023791791301483234,0.0005660493333333333,0.09190000000000001,33.65,114.07,53.597,27.008940515647364,729.4828677777776,41.379999999999995,2,9,3.9,2.330951164939612,5.433333333333334,3.0
95,10,40,4000,0.5,3.5,0.1,1000,999999,0.4,0,0.3,0.01,10.0,67188.7112,86628.2123,79399.58611,5912.984681516305,34963387.84384647,80702.573,1119.8119,1443.8035,1323.3264299999998,98.5497337971043,9712.05003148012,1345.0428499999998,78,1037,367.4,359.3207171563835,129111.37777777779,252.5,1078,2037,1367.4,359.3207171563836,129111.37777777782,1252.5,1357.0888,1741.4255,1528.6755,120.00991270012287,14402.379146291112,1521.09015,0.0179,0.0719,0.04572,0.01927737879830485,0.00037161733333333335,0.04425,32.16,60.89,40.88,10.722704882631062,114.97640000000001,37.44,0,0,0.0,0.0,0.0,0.0
96,10,40,4000,0.5,3.5,0.2,300,100,0.4,20,0.3,0.01,10.0,75332.689,89548.9823,79779.75467000001,4371.39302229917,19109076.955405872,78448.974,1255.5448,1492.483,1329.66257,72.85654408052777,5308.076015357886,1307.4829,93,821,407.2,230.4873098459002,53124.4,363.0,393,1121,707.2,230.48730984590017,53124.399999999994,663.0,1539.461,2001.2051,1807.07714,143.316580373205,20539.64220986933,1832.5082499999999,0.0714,0.1536,0.11487,0.025026921060685388,0.0006263467777777778,0.1198,11.75,33.84,21.256,6.961869480726184,48.467626666666675,19.95,3,10,6.4,2.3190036174568114,5.377777777777777,6.0
97,10,40,4000,0.5,3.5,0.2,300,100,0.4,20,0.6,0.01,10.0,74656.731,86021.2341,80054.11046,4006.9422581999543,16055586.260548549,79328.95155,1244.2788,1433.6872,1334.23516,66.7823810772339,4459.886422344887,1322.14915,36,571,231.2,180.43823196749506,32557.955555555553,185.5,336,871,531.2,180.43823196749506,32557.955555555553,485.5,1663.7806,1968.6478,1765.98929,89.72965485727364,8051.410960805452,1751.41285,0.0844,0.1546,0.11647,0.01979719677126031,0.00039192899999999963,0.1119,10.1,26.12,15.934000000000001,5.395255528908916,29.108782222222228,14.59,3,8,4.7,1.7029386365926402,2.9000000000000004,4.0
98,10,40,4000,0.5,3.5,0.2,300,250,0.4,50,0.3,0.01,10.0,76248.434,89248.3178,82807.37584,4086.3739934685586,16698452.414496174,83638.29209999999,1270.8072,1487.472,1380.12294,68.1062594543295,4638.4625768604465,1393.97155,50,538,232.1,184.72589302952514,34123.65555555556,199.5,350,838,532.1,184.72589302952514,34123.65555555556,499.5,1510.7091,1819.5769,1733.3388,99.56661785083054,9913.511390253327,1765.8269500000001,0.0641,0.1297,0.09387999999999999,0.02152248436712949,0.0004632173333333333,0.09625,10.44,24.99,15.955000000000002,5.516974311663555,30.437005555555555,15.035,1,3,1.7,0.8232726023485647,0.6777777777777779,1.5
99,10,40,4000,0.5,3.5,0.2,300,250,0.4,50,0.6,0.01,10.0,73487.8826,85680.9756,79158.5276,4304.309425039331,18527079.626482416,78363.57895,1224.798,1428.0163,1319.30879,71.7384872835968,5146.41055773878,1306.0596500000001,65,959,303.8,266.29006740770484,70910.4,288.5,365,1259,603.8,266.29006740770484,70910.4,588.5,1595.9962,1896.5165,1728.90721,110.16595425307172,12136.53747648989,1759.2732,0.0613,0.1366,0.09985999999999999,0.018374329919754896,0.0003376159999999999,0.1004,10.94,37.72,18.083,7.980509660694887,63.68853444444442,17.630000000000003,1,4,1.9,0.9944289260117531,0.9888888888888887,2.0
100,10,40,4000,0.5,3.5,0.2,300,999999,0.4,0,0.3,0.01,10.0,77807.1411,88580.1432,83416.49283,4164.181090127188,17340404.15137286,83942.658,1296.7857,1476.3357,1390.27488,69.4030144831028,4816.7784193417765,1399.0443,40,565,186.9,169.26996845932894,28652.322222222218,128.5,340,865,486.9,169.26996845932894,28652.322222222218,428.5,1377.6006,1818.8386,1634.44189,158.2745887249361,25050.845436047668,1642.52815,0.0244,0.0912,0.05375,0.024501349169201096,0.0006003161111111112,0.04675,10.2,25.82,14.541999999999998,5.04960240459033,25.498484444444447,12.809999999999999,0,0,0.0,0.0,0.0,0.0
101,10,40,4000,0.5,3.5,0.2,650,100,0.4,20,0.3,0.01,10.0,72211.5055,86253.5021,79468.75313,3740.95353772623,13994733.371426396,79824.55895,1203.5251,1437.5584,1324.4792400000001,62.349231916666156,3887.426720598222,1330.40935,44,922,403.5,327.1188197310302,107006.72222222223,352.5,694,1572,1053.5,327.11881973103016,107006.72222222222,1002.5,1584.0658,1922.264,1735.37855,112.09429615484207,12565.131230449442,1712.50615,0.0714,0.1464,0.09986,0.02593488427238923,0.0006726182222222223,0.09725,20.76,47.39,31.672000000000004,9.931538764069856,98.6354622222222,30.025,6,15,9.8,3.2249030993194197,10.399999999999999,9.0
102,10,40,4000,0.5,3.5,0.2,650,100,0.4,20,0.6,0.01,10.0,75915.9881,80800.7733,78241.75523,1483.2853190318053,2200135.3376552844,78352.9822,1265.2665,1346.6796,1304.02927,24.721424179536207,611.1488134645574,1305.88305,113,1220,673.9,415.73908751630375,172838.98888888888,692.5,763,1870,1323.9,415.73908751630375,172838.98888888888,1342.5,1662.9081,1854.8793,1757.6654800000001,66.1673054262501,4378.112307370666,1737.6114,0.0803,0.1423,0.10106,0.0173274477187047,0.0003002404444444447,0.09670000000000001,22.77,55.9,39.791999999999994,12.613486433179368,159.10003999999998,40.15,7,18,12.5,4.249182927993988,18.055555555555557,12.5
103,10,40,4000,0.5,3.5,0.2,650,250,0.4,50,0.3,0.01,10.0,71842.9445,85269.1949,79618.15143,4747.39203911575,22537731.1730596,81388.5105,1197.3824,1421.1532,1326.96919,79.12320234424078,6260.48114920767,1356.4751999999999,170,1283,671.5,387.5596728247148,150202.5,645.0,820,1933,1321.5,387.5596728247148,150202.5,1295.0,1591.2358,1950.2093,1726.9076,121.94790453394432,14871.291420219997,1718.6703,0.0756,0.1365,0.09129000000000001,0.01740028416115349,0.0003027698888888889,0.0895,24.92,57.83,39.559000000000005,11.52467348296206,132.81809888888884,38.765,3,7,4.6,1.4298407059684812,2.0444444444444447,4.5
104,10,40,4000,0.5,3.5,0.2,650,250,0.4,50,0.6,0.01,10.0,73531.412,84555.9841,79289.99453,3914.629375520311,15324323.147686541,79558.2035,1225.5235,1409.2664,1321.49991,65.2438381160576,4256.75841211433,1325.97005,44,811,312.2,282.23229203382573,79655.06666666668,255.0,694,1461,962.2,282.2322920338257,79655.06666666667,905.0,1492.1126,1921.688,1737.88246,140.51298808508142,19743.899820598235,1760.183,0.0459,0.1643,0.09720999999999999,0.038781279848229176,0.0015039876666666663,0.0896,20.84,43.92,28.809000000000005,8.467104253783843,71.69185444444444,27.035,2,5,3.2,1.2292725943057183,1.511111111111111,3.0
105,10,40,4000,0.5,3.5,0.2,650,400,0.4,80,0.3,0.01,10.0,72992.9365,86770.3858,81151.96274,4699.952426341564,22089552.809873957,82238.36705,1216.5489,1446.1731,1352.53271,78.33255095282266,6135.988538776558,1370.6394500000001,73,530,425.2,129.75001605651792,16835.066666666662,442.0,723,1180,1075.2,129.75001605651795,16835.066666666666,1092.0,1727.5824,1898.8838,1795.50427,59.15925875206216,3499.8178960934433,1775.0308,0.0566,0.1088,0.08565,0.01418506648243536,0.0002012161111111111,0.08725,22.28,35.27,32.225,3.6888367633532764,13.607516666666676,32.745000000000005,1,2,1.9,0.31622776601683794,0.09999999999999999,2.0
106,10,40,4000,0.5,3.5,0.2,650,400,0.4,80,0.6,0.01,10.0,75443.2315,88502.6494,81060.25542999999,4035.093078844444,16281976.154938333,80599.39455,1257.3872,1475.0442,1351.0042600000002,67.25156764395412,4522.773350569337,1343.32325,45,818,453.6,205.6848722358226,42306.26666666667,460.5,695,1468,1103.6,205.68487223582258,42306.266666666656,1110.5,1585.2447,2052.9837,1800.07277,149.171570335176,22252.15739626236,1806.991,0.0733,0.1512,0.10383,0.025262314928675,0.0006381845555555556,0.10355,20.74,43.92,33.0,6.170038717688714,38.06937777777778,33.185,1,3,2.1,0.5676462121975469,0.32222222222222235,2.0
107,10,40,4000,0.5,3.5,0.2,650,999999,0.4,0,0.3,0.01,10.0,75094.4065,86707.1756,81983.44515,3696.1834186442825,13661771.864260934,83131.45835,1251.5734,1445.1196,1366.3907599999998,61.60306491309592,3794.93760668711,1385.5243,43,1771,455.3,573.9020531995566,329363.56666666665,228.5,693,2421,1105.3,573.9020531995566,329363.56666666665,878.5,1338.7618,1808.9397,1624.29466,167.3717118661746,28013.28993301377,1674.11925,0.0304,0.1077,0.06473,0.026367195527776555,0.0006952289999999999,0.07135,20.68,72.18,32.982,17.1115287972109,292.8044177777779,26.21,0,0,0.0,0.0,0.0,0.0
108,10,40,4000,0.5,3.5,0.2,1000,100,0.4,20,0.3,0.01,10.0,66959.6232,84714.7377,76352.02679,5057.255518715656,25575833.38157996,76304.54805,1115.9937,1411.9123,1272.53377,84.28759853418605,7104.399266660121,1271.7425,44,3095,902.1,983.2267117337012,966734.7666666667,522.5,0,3238,1492.6,805.0455059601704,648098.2666666667,1516.0,1608.7577,2154.8397,1817.6356500000002,164.14553977054257,26943.758226562775,1786.4804,0.0,0.2744,0.12923,0.06932719604247031,0.0048062601111111105,0.129,31.27,119.74,56.605,28.722297281225803,824.9703611111112,45.54,10,39,18.5,9.431036233863406,88.94444444444444,15.0
109,10,40,4000,0.5,3.5,0.2,1000,100,0.4,20,0.6,0.01,10.0,73522.9347,79762.8184,77756.75596000001,2018.0923136370113,4072696.5863607856,78210.61775,1225.3822,1329.3803,1295.94592,33.63488217586024,1131.3052989840007,1303.5103,122,1728,614.1,529.6452586401581,280524.1,410.5,1122,2728,1614.1,529.6452586401582,280524.10000000003,1410.5,1616.4844,2032.1416,1826.5163,122.06087770790622,14898.857866824437,1819.6716,0.0853,0.1977,0.12908999999999998,0.034336907580943016,0.001179023222222222,0.12925,33.56,81.54,48.318,15.801820429586238,249.697528888889,42.349999999999994,11,27,15.7,5.355163655555055,28.67777777777778,13.5
110,10,40,4000,0.5,3.5,0.2,1000,250,0.4,50,0.3,0.01,10.0,76347.2281,87630.355,80200.26064,3816.3233543129986,14564323.944674816,80322.87835,1272.4538,1460.5059,1336.67102,63.60537748036371,4045.644044419558,1338.71465,54,1659,543.5,561.6120151452919,315408.05555555556,301.5,1054,2659,1543.5,561.6120151452919,315408.05555555556,1301.5,1435.6789,2010.3461,1752.9854,176.90205920938914,31294.338552522222,1782.8591000000001,0.059,0.1482,0.10562,0.03211105036518668,0.0010311195555555558,0.10089999999999999,31.44,79.55,46.183,16.81202549103204,282.6442011111111,38.925,4,10,5.8,2.2010098692292237,4.844444444444445,5.0
111,10,40,4000,0.5,3.5,0.2,1000,250,0.4,50,0.6,0.01,10.0,73717.339,83737.8567,79672.34602,3551.7027199051563,12614592.210581684,80835.84895,1228.6223,1395.6309,1327.87243,59.19504603391986,3504.0534749578915,1347.26415,85,2033,727.5,580.5813657207939,337074.7222222222,624.5,1085,3033,1727.5,580.5813657207939,337074.72222222225,1624.5,1490.8568,2009.8362,1749.1248,164.1065378519698,26930.955765759994,1730.3881000000001,0.0566,0.153,0.10176,0.0342563278825971,0.0011734959999999996,0.09709999999999999,32.51,90.72,51.705999999999996,17.356259325608665,301.23973777777775,48.56,4,12,6.5,2.4608038433722332,6.055555555555555,6.0
112,10,40,4000,0.5,3.5,0.2,1000,400,0.4,80,0.3,0.01,10.0,72247.3368,86842.9626,79454.99573,4305.264935547701,18535306.16525655,79300.7948,1204.1223,1447.3827,1324.24993,71.75441587962919,5148.696198226781,1321.6799,35,855,427.6,299.6061117905011,89763.82222222222,453.0,1035,1855,1427.6,299.6061117905011,89763.82222222222,1453.0,1584.0383,1844.3631,1741.79166,94.10766260663837,8856.252161284883,1759.31705,0.0565,0.1347,0.09278,0.02406568788406709,0.0005791573333333334,0.09495,31.07,55.49,42.72,8.958732549244278,80.25888888888888,43.43,2,4,3.0,0.8164965809277261,0.6666666666666669,3.0
113,10,40,4000,0.5,3.5,0.2,1000,400,0.4,80,0.6,0.01,10.0,69536.167,86323.4037,78758.55729,5062.155368799776,25625416.977868393,79015.46830000001,1158.9361,1438.7234,1312.64263,84.36926208267843,7118.17238437568,1316.9245,56,1293,591.7,468.140778921137,219155.78888888884,499.5,1056,2293,1591.7,468.140778921137,219155.78888888887,1499.5,1557.5114,1936.2516,1805.4044099999999,102.78875540695046,10565.528238109888,1810.7193,0.0649,0.1317,0.10042999999999999,0.022724634210477407,0.0005164090000000001,0.10139999999999999,31.54,68.47,47.6,13.963381475209443,194.97602222222224,44.91,2,5,3.3,1.1595018087284057,1.3444444444444443,3.0
114,10,40,4000,0.5,3.5,0.2,1000,999999,0.4,0,0.3,0.01,10.0,77125.8843,88532.1359,82245.79425,3905.1591732122192,15250268.168123543,81399.70999999999,1285.4314,1475.5356,1370.76323,65.08599310597654,4236.186498591225,1356.6617999999999,42,1450,345.2,453.92187286653933,206045.06666666668,148.0,1042,2450,1345.2,453.92187286653933,206045.06666666668,1148.0,1339.4145,1887.3564,1648.3245299999999,173.31084360828564,30036.648512215645,1676.30795,0.0233,0.0917,0.05194,0.020529988905122292,0.0004214804444444444,0.053,31.17,73.05,40.147,13.500392628035344,182.26060111111107,34.265,0,0,0.0,0.0,0.0,0.0
115,10,40,4000,0.5,5.0,0.05,300,100,0.4,20,0.3,0.01,10.0,76576.537,85867.7655,79690.64076000001,2544.284637924455,6473384.318778377,78805.76070000001,1276.2756,1431.1294,1328.17734,42.404737675751925,1798.161777349335,1313.4293499999999,120,711,388.5,193.81506076096815,37564.27777777778,393.5,420,1011,688.5,193.81506076096815,37564.27777777778,693.5,1715.1611,1965.1019,1813.0319,86.32445951671716,7451.912310853339,1795.79645,0.1112,0.1841,0.14730000000000001,0.020866826410464164,0.00043542444444444475,0.1441,12.61,30.28,20.615000000000002,5.799603913678551,33.635405555555565,20.725,4,9,6.1,1.7919573407620817,3.2111111111111112,6.5
116,10,40,4000,0.5,5.0,0.05,300,100,0.4,20,0.6,0.01,10.0,74410.7632,83560.112,78229.00219,2294.7104613718207,5265696.101529274,78185.8039,1240.1794,1392.6685,1303.81671,38.24516267165036,1462.6924677809982,1303.0967500000002,123,769,480.1,210.86090728777162,44462.322222222225,531.5,423,1069,780.1,210.86090728777165,44462.32222222223,831.5,1679.8432,2029.173,1886.10189,112.3926671193697,12632.111622205448,1883.7448,0.1132,0.2238,0.1748,0.030495537014090728,0.0009299777777777777,0.17359999999999998,12.65,31.97,23.363999999999997,6.332688037301205,40.10293777777778,24.895,4,10,7.3,2.002775851439974,4.011111111111112,7.5
117,10,40,4000,0.5,5.0,0.05,300,250,0.4,50,0.3,0.01,10.0,76351.4149,85111.8636,80176.67974,2472.8352563452877,6114914.205024265,79824.9073,1272.5236,1418.5311,1336.278,41.21393174452322,1698.588169842219,1330.41515,197,666,354.3,152.45330797037863,23242.01111111111,319.0,497,966,654.3,152.4533079703786,23242.011111111104,619.0,1613.3452,1907.2307,1745.9213800000002,102.37670461820888,10480.989648483992,1746.90285,0.0584,0.1785,0.11295,0.03606879999852134,0.001300958333333333,0.1154,15.0,28.99,19.606,4.569235773688587,20.877915555555543,18.535,1,3,2.1,0.5676462121975466,0.3222222222222222,2.0
118,10,40,4000,0.5,5.0,0.05,300,250,0.4,50,0.6,0.01,10.0,76554.7434,86596.1396,79481.65451,3345.8878548270773,11194965.53707934,78245.85135,1275.9124,1443.269,1324.69425,55.764788867254246,3109.7116774094434,1304.0974999999999,177,608,339.9,144.04046499354115,20747.655555555553,289.0,477,908,639.9,144.04046499354115,20747.655555555553,589.0,1544.8675,1990.2764,1772.20015,126.46372638117094,15993.074090211672,1806.0849,0.0905,0.2032,0.12642,0.03802931033353674,0.001446228444444444,0.12055,14.41,27.19,19.177,4.314585212457341,18.615645555555556,17.585,1,3,2.0,0.6666666666666666,0.4444444444444444,2.0
119,10,40,4000,0.5,5.0,0.05,300,999999,0.4,0,0.3,0.01,10.0,74587.8262,86580.1112,81030.12746999999,3597.353999905656,12940955.800637225,80876.28700000001,1243.1304,1443.0019,1350.50213,59.95591955879014,3594.712290140114,1347.9381,117,275,214.2,54.796188026378466,3002.6222222222227,222.5,417,575,514.2,54.79618802637847,3002.6222222222236,522.5,1375.1398,1715.5534,1562.4691699999998,138.27394155156122,19119.682912204567,1581.2739,0.0179,0.0855,0.05414,0.02104741736598051,0.00044299377777777787,0.055999999999999994,12.49,17.21,15.381,1.6402333844778176,2.6903655555555566,15.635,0,0,0.0,0.0,0.0,0.0
120,10,40,4000,0.5,5.0,0.05,650,100,0.4,20,0.3,0.01,10.0,74163.033,83201.044,79129.99186,2561.43103349345,6560928.939343322,78509.7656,1236.0506,1386.6841,1318.8332,42.690510980987035,1822.4797278177746,1308.4960999999998,115,1065,437.1,335.77520588764276,112744.9888888889,359.0,765,1715,1087.1,335.77520588764276,112744.9888888889,1009.0,1700.2095,1986.1012,1838.11288,75.14017184542206,5646.045424959558,1838.49995,0.1239,0.203,0.16564,0.021424606829012708,0.000459013777777778,0.16485,22.94,51.33,32.574,10.045252278232404,100.90709333333331,30.2,7,16,10.3,3.198958163736021,10.233333333333336,9.5
121,10,40,4000,0.5,5.0,0.05,650,100,0.4,20,0.6,0.01,10.0,74394.6167,80573.0113,77654.21456,1718.9849220669983,2954909.162293684,77982.7061,1239.9103,1342.8835,1294.23691,28.649745984348,820.8079449676644,1299.71175,299,1331,692.3,341.7377324466495,116784.67777777779,500.5,949,1981,1342.3,341.73773244664943,116784.67777777776,1150.5,1769.13,1947.352,1833.09435,51.63094916577012,2665.754911758338,1828.1568499999998,0.1584,0.1908,0.17412,0.00838580811715709,7.032177777777774e-05,0.17395,28.42,59.65,40.2,10.294546560625625,105.97768888888886,34.405,9,19,12.9,3.3149493041204847,10.988888888888887,11.0
122,10,40,4000,0.5,5.0,0.05,650,250,0.4,50,0.3,0.01,10.0,73435.1563,84445.6719,79256.73092999999,2975.576033796983,8854052.732906986,79097.6734,1223.9193,1407.4279,1320.94553,49.592929193541885,2459.4586259956586,1318.2946,264,1408,796.3,405.2752288397492,164248.0111111111,807.5,914,2058,1446.3,405.2752288397492,164248.01111111112,1457.5,1627.0387,1883.1529,1756.03786,94.09667730026035,8854.184678949332,1746.6684,0.0803,0.1496,0.11046,0.02199298878178125,0.00048369155555555584,0.11015,27.39,61.69,43.413,12.158924522981279,147.8394455555555,43.59,3,8,5.1,1.7919573407620815,3.211111111111111,5.0
123,10,40,4000,0.5,5.0,0.05,650,250,0.4,50,0.6,0.01,10.0,73078.9274,80659.6739,78152.02876,2408.468021143293,5800718.208869889,78947.587,1217.9821,1344.3279,1302.5338100000001,40.141128527856466,1611.3101994898925,1315.7930999999999,141,1600,628.0,482.3180140391469,232630.66666666666,425.5,791,2250,1278.0,482.3180140391468,232630.66666666663,1075.5,1661.182,1972.3078,1756.01574,89.21923002973196,7960.071007098225,1737.6568000000002,0.0725,0.215,0.1145,0.042557281659220465,0.0018111222222222225,0.1011,23.63,67.21,38.263999999999996,14.379821664788164,206.77927111111103,32.2,3,8,4.5,1.90029237516523,3.611111111111111,3.5
124,10,40,4000,0.5,5.0,0.05,650,400,0.4,80,0.3,0.01,10.0,71641.4908,80816.009,76388.73863,2949.894913810968,8701880.002527818,76379.26879999999,1194.0248,1346.9335,1273.14564,49.1649337535335,2417.1907109893373,1272.9877999999999,151,1247,448.5,342.6271864416028,117393.38888888886,306.0,801,1897,1098.5,342.62718644160293,117393.38888888892,956.0,1454.8041,1896.6361,1689.90812,138.42170836053302,19160.569345448454,1671.29375,0.0526,0.1364,0.09648999999999999,0.03308955692930592,0.0010949187777777776,0.08940000000000001,23.95,56.88,32.92,10.2869950260835,105.82226666666669,28.740000000000002,1,4,2.2,0.7888106377466155,0.6222222222222222,2.0
125,10,40,4000,0.5,5.0,0.05,650,400,0.4,80,0.6,0.01,10.0,72695.1119,81592.8255,77603.89762,3293.725994543132,10848630.927129144,77646.23595,1211.5852,1359.8804,1293.3982899999999,54.89542739875617,3013.5079492921095,1294.10395,165,1185,465.8,296.7381187362202,88053.5111111111,453.0,815,1835,1115.8,296.73811873622014,88053.51111111107,1103.0,1606.7912,2095.713,1792.2602299999999,160.22754476558956,25672.866101609005,1746.4487,0.0596,0.2508,0.11873,0.06501726351943425,0.004227244555555556,0.09015000000000001,24.37,54.91,33.414,8.863578660262831,78.56302666666664,33.055,2,4,2.3,0.674948557710553,0.4555555555555556,2.0
126,10,40,4000,0.5,5.0,0.05,650,999999,0.4,0,0.3,0.01,10.0,76966.8295,85431.0159,80711.96613,2628.626123789286,6909675.298667486,80678.83145,1282.7805,1423.8503,1345.1994399999999,43.810442360677264,1919.354859838225,1344.6471999999999,136,961,322.4,233.71502114992762,54622.711111111115,253.0,786,1611,972.4,233.7150211499276,54622.7111111111,903.0,1514.765,1775.4281,1641.3203399999998,81.0989001704188,6577.031608851555,1620.6511999999998,0.0352,0.097,0.06506,0.020296151797268805,0.00041193377777777774,0.0627,23.46,48.03,29.077999999999996,6.959552667616888,48.435373333333345,26.945,0,0,0.0,0.0,0.0,0.0
127,10,40,4000,0.5,5.0,0.05,1000,100,0.4,20,0.3,0.01,10.0,74012.3483,79070.817,76052.56635000001,1859.255937750061,3456832.642058859,75606.27045,1233.5391,1317.8469,1267.5427599999998,30.987596814431704,960.2311563337779,1260.1045,120,2415,1099.8,815.859301595563,665626.3999999999,725.0,1120,3415,2099.8,815.859301595563,665626.3999999999,1725.0,1662.1776,2043.6921,1859.11027,123.3462909008802,15214.307479004563,1872.82085,0.1164,0.2161,0.16399,0.02849067878759258,0.0008117187777777777,0.16595,33.48,103.72,62.95700000000001,24.672331354058223,608.7239344444445,51.625,11,33,20.4,7.791733511299724,60.71111111111112,17.0
128,10,40,4000,0.5,5.0,0.05,1000,100,0.4,20,0.6,0.01,10.0,71578.6938,79798.0371,75829.01058999999,2604.4289609217144,6783050.212487761,76271.63835,1192.9782,1329.9673,1263.81685,43.40716184692336,1884.181699604999,1271.194,377,2380,1500.4,694.9321629562926,482930.71111111116,1728.0,1377,3380,2500.4,694.9321629562926,482930.71111111116,2728.0,1713.8748,2047.7991,1862.91914,116.068977728956,13472.007591044883,1816.3123,0.1336,0.2322,0.17582,0.034437569923300666,0.0011859462222222226,0.17049999999999998,41.19,101.02,74.89399999999999,20.823483644940662,433.6174711111113,81.785,13,33,24.3,6.896859188548557,47.56666666666667,26.5
129,10,40,4000,0.5,5.0,0.05,1000,250,0.4,50,0.3,0.01,10.0,72875.9056,79432.8555,77186.43059,1906.5721782884245,3635017.471023468,77657.35459999999,1214.5984,1323.8809,1286.44052,31.77621170987295,1009.7276306306667,1294.28925,143,2051,805.0,685.6050045195282,470054.22222222225,531.5,1143,3051,1805.0,685.6050045195282,470054.22222222225,1531.5,1661.5238,1974.5237,1821.57285,94.6296756294915,8954.775509742778,1844.6322,0.0871,0.1586,0.1313,0.023339189741243754,0.0005447177777777777,0.13735000000000003,34.16,91.19,54.00699999999999,20.464007997783163,418.7756233333333,45.845,4,12,6.9,2.8460498941515415,8.100000000000001,6.0
130,10,40,4000,0.5,5.0,0.05,1000,250,0.4,50,0.6,0.01,10.0,73571.068,80899.4741,77300.78064,2162.519233759941,4676489.436381682,77842.2892,1226.1845,1348.3246,1288.34635,36.041991168489034,1299.0251273894416,1297.3715,436,2643,1265.7,702.5547111949519,493583.1222222223,1169.0,1436,3643,2265.7,702.5547111949519,493583.1222222223,2169.0,1615.2127,1939.7053,1804.05635,112.96059422576684,12760.095847838347,1804.47705,0.0732,0.2092,0.13375,0.037760980742913265,0.0014258916666666664,0.13645000000000002,42.87,109.28,67.84,21.102467996790224,445.31415555555566,64.91,5,14,8.6,2.796823595120404,7.822222222222221,8.5
131,10,40,4000,0.5,5.0,0.05,1000,400,0.4,80,0.3,0.01,10.0,73813.6188,85679.6174,78615.00512,3329.0925123821,11082856.95599856,78138.74309999999,1230.227,1427.9936,1310.25008,55.48486475378869,3078.5702167462223,1302.3123500000002,100,1054,540.7,330.4434898738361,109192.9,531.5,1100,2054,1540.7,330.4434898738361,109192.90000000001,1531.5,1639.6895,2079.5544,1813.23721,123.31672300830763,15207.014173507669,1812.61355,0.0728,0.2692,0.12617,0.058829283146708114,0.0034608845555555556,0.11130000000000001,32.87,61.48,46.068,9.892742345331305,97.86635111111113,45.81,2,5,3.4,0.8432740427115677,0.7111111111111108,3.0
132,10,40,4000,0.5,5.0,0.05,1000,400,0.4,80,0.6,0.01,10.0,75282.0643,80959.8689,78336.93681,1827.9014434270775,3341223.6868827934,78455.4309,1254.7011,1349.3311,1305.61561,30.465017407820053,928.1172856587788,1307.5905,179,2194,616.3,594.3403532956142,353240.4555555556,446.5,1179,3194,1616.3,594.3403532956142,353240.4555555555,1446.5,1527.6898,1870.4515,1708.75917,102.05270825418324,10414.755262013441,1715.2136500000001,0.0665,0.1477,0.09366,0.028304228188264263,0.0008011293333333332,0.0868,35.58,95.4,48.369,17.69796752297971,313.21805444444453,43.215,2,7,3.4,1.349897115421106,1.8222222222222224,3.0
133,10,40,4000,0.5,5.0,0.05,1000,999999,0.4,0,0.3,0.01,10.0,74520.8655,86166.8807,81153.79386,3479.119795785606,12104274.553427279,81436.8714,1242.0144,1436.1147,1352.56323,57.985345423938355,3362.300283933449,1357.2812,146,814,374.1,243.16590130105735,59129.65555555556,284.5,1146,1814,1374.1,243.16590130105732,59129.655555555546,1284.5,1520.3248,1800.9614,1661.05,79.1410248252237,6263.3018103866725,1652.90855,0.0408,0.0804,0.060629999999999996,0.011745926007675074,0.0001379667777777777,0.061399999999999996,34.2,54.22,41.031,7.234383103547177,52.33629888888889,38.42,0,0,0.0,0.0,0.0,0.0
134,10,40,4000,0.5,5.0,0.1,300,100,0.4,20,0.3,0.01,10.0,74270.0095,84892.8636,80048.6229,3085.09890670914,9517835.264177931,80061.23935,1237.8335,1414.8811,1334.1437,51.41831777951855,2643.843403275554,1334.3539500000002,81,571,321.8,152.83673205962847,23359.066666666666,332.5,381,871,621.8,152.83673205962847,23359.066666666666,632.5,1592.529,1943.3671,1726.14999,101.63074490143717,10328.808309220998,1723.1464,0.0654,0.1532,0.11603000000000001,0.025866883590155706,0.0006690956666666666,0.1144,11.42,26.12,18.619,4.578389940191252,20.96165444444445,18.91,3,8,5.6,1.6465452046971292,2.711111111111111,5.5
