config_id,repeats_count,ants,iterations,alpha,beta,evaporation,patience,patience_small_shake,patience_big_shake,big_shake_evaporation,big_shake_duration,intensity_small_shake,intensity_big_shake,intensity_elite_ant,ranked_ants_count,q_pheromone,tau_min,tau_max,best_cost_min,best_cost_max,best_cost_avg,best_cost_std,best_cost_var,best_cost_median,best_cost_minutes_min,best_cost_minutes_max,best_cost_minutes_avg,best_cost_minutes_std,best_cost_minutes_var,best_cost_minutes_median,best_iteration_min,best_iteration_max,best_iteration_avg,best_iteration_std,best_iteration_var,best_iteration_median,iterations_done_min,iterations_done_max,iterations_done_avg,iterations_done_std,iterations_done_var,iterations_done_median,avg_cost_final_minutes_min,avg_cost_final_minutes_max,avg_cost_final_minutes_avg,avg_cost_final_minutes_std,avg_cost_final_minutes_var,avg_cost_final_minutes_median,diversity_final_min,diversity_final_max,diversity_final_avg,diversity_final_std,diversity_final_var,diversity_final_median,execution_time_min,execution_time_max,execution_time_avg,execution_time_std,execution_time_var,execution_time_median,big_shakes_count_min,big_shakes_count_max,big_shakes_count_avg,big_shakes_count_std,big_shakes_count_var,big_shakes_count_median
11,10,40,4000,0.5,2.0,0.05,650,999999,400,0.4,80,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0,69568.8133,82606.9227,76350.61431,4505.519526299719,20299706.20186804,76307.76000000001,1159.4802,1376.782,1272.51023,75.09199070800568,5638.807068491212,1271.796,349,2637,1154.8,733.3710293341745,537833.0666666667,1015.0,999,3287,1804.8,733.3710293341744,537833.0666666665,1665.0,19585.5407,38847.0134,26421.97114,5627.660069632069,31670557.85933123,25111.13835,0.2657,0.2972,0.27753,0.008822704296932498,7.784011111111117e-05,0.27649999999999997,20.06,66.81,36.527,14.836938176202137,220.1347344444444,33.61,1,5,2.4,1.2649110640673518,1.5999999999999999,2.0
12,10,40,4000,0.5,2.0,0.05,650,999999,999999,0.4,0,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0,72152.4248,84685.0734,80006.85003,3612.8286524884666,13052530.87224163,80375.1837,1202.5404,1411.4179,1333.44749,60.21381851272364,3625.7039398832203,1339.5864000000001,60,766,441.6,266.30984460461343,70920.93333333335,483.0,710,1416,1091.6,266.3098446046134,70920.93333333333,1133.0,19990.4626,38652.4425,26025.18308,5210.189226167139,27146071.77246813,24975.51525,0.2686,0.2949,0.28032,0.008121822455582243,6.596399999999998e-05,0.2809,14.88,29.5,22.988,5.538733910681513,30.677573333333328,23.935000000000002,0,0,0.0,0.0,0.0,0.0
13,10,40,4000,0.5,2.0,0.05,1000,999999,100,0.4,20,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0,69094.6365,84190.7448,74077.13074000001,4781.089695932176,22858818.68054883,72792.3553,1151.5773,1403.1791,1234.61885,79.68483315374736,6349.672634740554,1213.2059,85,1414,813.9,472.88205012807725,223617.43333333335,882.0,1085,2414,1813.9,472.8820501280772,223617.43333333332,1882.0,17113.8295,32006.1238,24767.446789999998,5655.457554416124,31984200.149802405,24460.5771,0.2716,0.2933,0.28220999999999996,0.005758365894746315,3.315877777777752e-05,0.2815,22.19,49.99,37.177,9.720655041942617,94.49113444444441,38.42,9,20,14.9,4.121757985239901,16.988888888888887,15.5
14,10,40,4000,0.5,2.0,0.05,1000,999999,100,0.4,20,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0,73912.6244,82371.5038,79907.5222,2888.8380085815493,8345385.0398254115,81538.76365000001,1231.8771,1372.8584,1331.79203,48.14729367583168,2318.1618883067813,1358.9794000000002,118,1521,861.9,553.3488853236165,306194.98888888885,1078.5,1118,2521,1861.9,553.3488853236165,306194.98888888885,2078.5,16116.4484,29554.8759,23014.879009999997,4266.330321496043,18201574.412116535,21242.459349999997,0.2768,0.2925,0.28611,0.0047066029268582905,2.215211111111103e-05,0.2861,22.8,51.56,38.018,11.27210302768151,127.06030666666668,42.405,9,21,15.1,5.2588549662027715,27.655555555555555,17.0
15,10,40,4000,0.5,2.0,0.05,1000,999999,250,0.4,50,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0,69142.6319,74359.1411,71714.87332,1616.2010513789216,2612105.838478332,72185.1923,1152.3772,1239.319,1195.2478800000001,26.93667766496495,725.5846036262216,1203.08655,703,2345,1316.1,570.5493356796101,325526.5444444444,1306.0,1703,3345,2316.1,570.5493356796102,325526.54444444453,2306.0,18427.9159,39438.9534,26908.07645,6128.063750932333,37553165.33549085,25057.47605,0.2692,0.285,0.27592,0.00581622252363546,3.382844444444444e-05,0.27359999999999995,34.49,68.32,47.339,11.650424360416137,135.73238777777775,47.585,5,10,6.6,1.8378731669453627,3.3777777777777773,6.0
16,10,40,4000,0.5,2.0,0.05,1000,999999,250,0.4,50,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0,70731.7294,78479.9521,75449.38019999999,2138.9293932523187,4575018.949318732,75881.80815,1178.8622,1307.9992,1257.4896700000002,35.64880832164581,1270.8375347534436,1264.6968000000002,355,2176,953.2,571.9929680997446,327175.9555555555,757.5,1355,3176,1953.2,571.9929680997448,327175.9555555556,1757.5,12983.9829,36907.4582,25697.75389,6668.8276894275405,44473262.75127547,26640.67195,0.2727,0.289,0.27965999999999996,0.005824316841198343,3.3922666666666646e-05,0.27854999999999996,27.5,64.24,40.052,11.78870532897202,138.9735733333333,35.504999999999995,4,10,5.2,1.9888578520235065,3.9555555555555557,4.0
17,10,40,4000,0.5,2.0,0.05,1000,999999,400,0.4,80,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0,65624.3401,79338.36,71697.91357,3999.3024703441633,15994420.249300927,71776.5772,1093.739,1322.306,1194.96522,66.65504694902958,4442.895283777338,1196.2763,523,2390,1258.7,607.4526136068374,368998.6777777777,1094.0,1523,3390,2258.7,607.4526136068375,368998.67777777783,2094.0,14277.163,28962.3889,22154.25577,4116.93445377929,16949149.296714988,22139.14,0.2622,0.2873,0.27233999999999997,0.006978092703438244,4.8693777777778065e-05,0.2707,32.21,70.25,46.787,12.921529880182318,166.96593444444449,42.94,3,7,4.3,1.3374935098492586,1.788888888888889,4.0
18,10,40,4000,0.5,2.0,0.05,1000,999999,400,0.4,80,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0,67182.9228,84234.7795,73111.03731,4937.202124304591,24375964.81623777,72051.2592,1119.7154,1403.913,1218.51729,82.28670594159654,6771.101974718778,1200.8543,141,2919,1898.2,855.894178298021,732554.8444444444,2043.0,1141,3919,2898.2,855.894178298021,732554.8444444444,3043.0,17540.2159,36370.6092,27177.10757,6073.530000445289,36887766.666308954,27980.1748,0.264,0.289,0.27921999999999997,0.007575369444602805,5.738622222222182e-05,0.2801,23.31,80.0,59.448,17.341668380586174,300.7334622222223,64.02000000000001,2,8,5.1,1.8529256146249728,3.433333333333333,5.5
19,10,40,4000,0.5,2.0,0.05,1000,999999,999999,0.4,0,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0,78092.5142,81530.6956,79773.20586,981.633700579629,963604.7221136567,79571.37539999999,1301.5419,1358.8449,1329.55343,16.360561614922197,267.66797635566564,1326.18955,125,1498,712.7,471.0680653814502,221905.12222222224,555.5,1125,2498,1712.7,471.0680653814502,221905.1222222222,1555.5,12865.0985,33829.9364,24246.48087,5862.737932749658,34371696.068101734,23725.66565,0.2628,0.289,0.27584,0.007512093952790769,5.643155555555564e-05,0.27545,22.75,51.96,35.114999999999995,9.598450395767015,92.13024999999999,32.05,0,0,0.0,0.0,0.0,0.0
20,10,40,4000,0.5,2.0,0.1,300,999999,100,0.4,20,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0,72066.9377,85558.7874,77735.02336,5432.026499413713,29506911.890332803,75394.5485,1201.1156,1425.9798,1295.58372,90.5337750247915,8196.36442023956,1256.5758500000002,87,712,285.9,192.37027374888828,37006.32222222222,207.5,387,1012,585.9,192.37027374888828,37006.32222222222,507.5,17584.9474,33324.9795,25085.47874,5445.834021436793,29657108.189038426,25238.4244,0.2721,0.2966,0.2822,0.007283466817998749,5.304888888888882e-05,0.28059999999999996,7.86,20.4,11.863,3.837409571862537,14.72571222222222,10.27,2,7,3.4,1.577621275493231,2.488888888888889,3.0
21,10,40,4000,0.5,2.0,0.1,300,999999,100,0.4,20,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0,68574.8513,85876.3538,81531.90193,5654.8836610200115,31977709.219671085,83804.64305,1142.9142,1431.2726,1358.8650400000001,94.24805961592585,8882.696741367114,1396.7440499999998,77,722,279.6,208.68487673470202,43549.37777777778,219.0,377,1022,579.6,208.68487673470202,43549.37777777778,519.0,19126.6739,26176.8438,22094.915289999997,2713.256956750355,7361763.313354199,21315.8108,0.2756,0.2914,0.28139,0.005545258234644153,3.074988888888879e-05,0.2794,7.51,20.68,11.684999999999999,4.244921802708633,18.01936111111111,10.585,2,6,3.0,1.414213562373095,1.9999999999999996,2.5
22,10,40,4000,0.5,2.0,0.1,300,999999,250,0.4,50,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0,71724.7968,86950.0878,78718.16328000001,5388.903179590059,29040277.478995852,78427.31995,1195.4133,1449.1681,1311.96938,89.81505564022844,8066.744219657329,1307.1219999999998,90,1591,663.0,518.2828485596558,268617.1111111111,552.5,390,1891,963.0,518.2828485596558,268617.1111111111,852.5,22031.2254,42501.4967,32798.22803,5928.231827870277,35143932.604974166,33460.36245,0.1078,0.148,0.12168000000000001,0.01142830793347039,0.00013060622222222225,0.12065000000000001,8.2,39.39,20.206,10.910074039875052,119.02971555555554,17.79,1,5,2.4,1.505545305418162,2.2666666666666666,2.0
23,10,40,4000,0.5,2.0,0.1,300,999999,250,0.4,50,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0,71263.1525,82669.7468,78418.23234999999,3614.854283656124,13067171.49206703,78832.8642,1187.7192,1377.8291,1306.9705399999998,60.24758017754181,3629.7709172493296,1313.8811,72,909,448.0,263.9132854219776,69650.22222222222,419.5,372,1209,748.0,263.9132854219776,69650.22222222222,719.5,15175.7252,56242.3919,33450.04053,11738.883157652514,137801377.78901786,32543.2534,0.0763,0.1399,0.12216,0.018582022375284005,0.00034529155555555546,0.1291,8.27,25.28,16.064,5.644267888752268,31.857759999999992,14.95,1,3,1.5,0.7071067811865476,0.5,1.0
24,10,40,4000,0.5,2.0,0.1,300,999999,999999,0.4,0,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0,81208.5929,86205.3189,83445.30197,1542.678086101681,2379855.6773383454,83791.19445,1353.4765,1436.7553,1390.75502,25.711310013247758,661.0714625973344,1396.5199,77,312,157.4,73.37907664238416,5384.488888888889,136.0,377,612,457.4,73.37907664238418,5384.488888888892,436.0,15335.1402,31211.6398,24284.60883,5003.509397081429,25035106.286682162,23929.3444,0.2768,0.2896,0.28313,0.004413376132722988,1.9477888888888917e-05,0.28185000000000004,8.55,13.2,10.059999999999999,1.4630485675845184,2.140511111111111,9.629999999999999,0,0,0.0,0.0,0.0,0.0
