config_id,repeat,best_cost,best_cost_minutes,best_iteration,avg_cost_final_minutes,diversity_final,iterations_done,execution_time,big_shakes_count,big_shakes_at_iter,last_big_shake_iter,ants,iterations,alpha,beta,evaporation,patience,patience_small_shake,patience_big_shake,big_shake_evaporation,big_shake_duration,intensity_small_shake,intensity_big_shake,intensity_elite_ant,ranked_ants_count,q_pheromone,tau_min,tau_max
136,5,76991.2953,1283.1883,463,39748.9871,0.1055,763,15.02,2,"[421, 713]",713,40,4000,0.5,5.0,0.1,300,999999,250,0.4,50,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
136,6,74976.4175,1249.607,688,28917.1623,0.1131,988,19.44,3,"[371, 653, 938]",938,40,4000,0.5,5.0,0.1,300,999999,250,0.4,50,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
136,7,75275.4632,1254.5911,422,25193.7473,0.0746,722,14.12,2,"[392, 672]",672,40,4000,0.5,5.0,0.1,300,999999,250,0.4,50,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
136,8,80651.839,1344.1973,260,23645.1424,0.0909,560,10.64,1,[510],510,40,4000,0.5,5.0,0.1,300,999999,250,0.4,50,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
136,9,77597.3952,1293.2899,365,31634.826,0.095,665,12.8,1,[615],615,40,4000,0.5,5.0,0.1,300,999999,250,0.4,50,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
136,10,80486.993,1341.4499,55,35760.2324,0.1166,355,6.86,1,[305],305,40,4000,0.5,5.0,0.1,300,999999,250,0.4,50,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
137,1,76972.037,1282.8673,378,47888.446,0.1247,678,13.16,2,"[300, 628]",628,40,4000,0.5,5.0,0.1,300,999999,250,0.4,50,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
137,2,77698.0333,1294.9672,690,33963.9431,0.1008,990,19.24,2,"[642, 940]",940,40,4000,0.5,5.0,0.1,300,999999,250,0.4,50,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
137,3,76862.6696,1281.0445,844,21965.0464,0.0938,1144,22.21,3,"[519, 807, 1094]",1094,40,4000,0.5,5.0,0.1,300,999999,250,0.4,50,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
137,4,79025.7001,1317.095,450,40071.3469,0.1154,750,14.38,1,[700],700,40,4000,0.5,5.0,0.1,300,999999,250,0.4,50,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
137,5,74229.5345,1237.1589,510,23309.1423,0.0892,810,15.56,2,"[482, 760]",760,40,4000,0.5,5.0,0.1,300,999999,250,0.4,50,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
137,6,75627.0127,1260.4502,76,38061.0245,0.109,376,7.31,1,[326],326,40,4000,0.5,5.0,0.1,300,999999,250,0.4,50,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
137,7,79294.9593,1321.5827,21,17785.6212,0.1037,321,6.15,1,[271],271,40,4000,0.5,5.0,0.1,300,999999,250,0.4,50,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
137,8,73753.0446,1229.2174,680,23932.7872,0.109,980,19.13,2,"[636, 930]",930,40,4000,0.5,5.0,0.1,300,999999,250,0.4,50,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
137,9,79938.2433,1332.3041,191,36048.7543,0.109,491,9.32,1,[441],441,40,4000,0.5,5.0,0.1,300,999999,250,0.4,50,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
137,10,75901.4275,1265.0238,547,50427.8725,0.1294,847,16.25,2,"[481, 797]",797,40,4000,0.5,5.0,0.1,300,999999,250,0.4,50,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
138,1,79990.5496,1333.1758,28,59686.2987,0.1888,328,6.26,0,[],-1,40,4000,0.5,5.0,0.1,300,999999,999999,0.4,0,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
138,2,79927.6671,1332.1278,231,65784.4293,0.1911,531,10.12,0,[],-1,40,4000,0.5,5.0,0.1,300,999999,999999,0.4,0,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
138,3,78399.089,1306.6515,217,65541.8651,0.1917,517,9.99,0,[],-1,40,4000,0.5,5.0,0.1,300,999999,999999,0.4,0,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
138,4,77173.0666,1286.2178,110,60448.3506,0.19,410,7.8,0,[],-1,40,4000,0.5,5.0,0.1,300,999999,999999,0.4,0,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
138,5,81637.1744,1360.6196,100,73148.9763,0.1731,400,7.79,0,[],-1,40,4000,0.5,5.0,0.1,300,999999,999999,0.4,0,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
138,6,80144.7642,1335.7461,120,61102.6457,0.1906,420,8.05,0,[],-1,40,4000,0.5,5.0,0.1,300,999999,999999,0.4,0,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
138,7,78780.7781,1313.013,574,62226.2828,0.183,874,16.52,0,[],-1,40,4000,0.5,5.0,0.1,300,999999,999999,0.4,0,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
138,8,78100.711,1301.6785,449,56850.0997,0.1719,749,14.11,0,[],-1,40,4000,0.5,5.0,0.1,300,999999,999999,0.4,0,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
138,9,80892.1602,1348.2027,147,61630.6736,0.183,447,8.53,0,[],-1,40,4000,0.5,5.0,0.1,300,999999,999999,0.4,0,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
138,10,81641.6102,1360.6935,104,64637.1585,0.1824,404,7.66,0,[],-1,40,4000,0.5,5.0,0.1,300,999999,999999,0.4,0,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
139,1,73034.3406,1217.239,156,68614.6182,0.1941,806,15.42,7,"[112, 256, 356, 456, 556, 656, 756]",756,40,4000,0.5,5.0,0.1,650,999999,100,0.4,20,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
139,2,71487.5554,1191.4593,591,61168.185,0.19,1241,23.6,11,"[114, 214, 350, 450, 550, 691, 791, 891, 991, 1091, 1191]",1191,40,4000,0.5,5.0,0.1,650,999999,100,0.4,20,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
139,3,69390.2746,1156.5046,1247,66458.2678,0.1818,1897,36.63,16,"[127, 227, 380, 500, 600, 716, 816, 995, 1095, 1195, 1347, 1447, 1547, 1647, 1747, 1847]",1847,40,4000,0.5,5.0,0.1,650,999999,100,0.4,20,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
139,4,71874.6772,1197.9113,1151,59191.7873,0.1812,1801,34.6,15,"[197, 297, 485, 585, 685, 785, 885, 985, 1117, 1251, 1351, 1451, 1551, 1651, 1751]",1751,40,4000,0.5,5.0,0.1,650,999999,100,0.4,20,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
139,5,79835.0391,1330.584,99,65449.8198,0.19,749,14.38,6,"[199, 299, 399, 499, 599, 699]",699,40,4000,0.5,5.0,0.1,650,999999,100,0.4,20,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
139,6,76591.9231,1276.5321,870,67063.8851,0.1812,1520,29.39,12,"[290, 390, 551, 651, 751, 851, 970, 1070, 1170, 1270, 1370, 1470]",1470,40,4000,0.5,5.0,0.1,650,999999,100,0.4,20,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
139,7,75449.6665,1257.4944,1746,53530.4233,0.1818,2396,45.8,21,"[185, 337, 437, 537, 637, 783, 908, 1008, 1108, 1208, 1330, 1430, 1530, 1630, 1730, 1846, 1946, 2046, 2146, 2246, 2346]",2346,40,4000,0.5,5.0,0.1,650,999999,100,0.4,20,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
139,8,75863.6578,1264.3943,251,60926.9893,0.1888,901,17.52,8,"[114, 214, 351, 451, 551, 651, 751, 851]",851,40,4000,0.5,5.0,0.1,650,999999,100,0.4,20,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
139,9,77032.5296,1283.8755,28,46726.746,0.1818,678,13.0,6,"[128, 228, 328, 428, 528, 628]",628,40,4000,0.5,5.0,0.1,650,999999,100,0.4,20,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
139,10,70174.054,1169.5676,383,74114.6969,0.1876,1033,19.97,8,"[220, 343, 483, 583, 683, 783, 883, 983]",983,40,4000,0.5,5.0,0.1,650,999999,100,0.4,20,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
140,1,74291.1514,1238.1859,2819,84960.188,0.1818,3469,68.0,27,"[273, 404, 504, 604, 768, 1081, 1181, 1281, 1381, 1481, 1635, 1735, 1835, 1935, 2035, 2176, 2276, 2376, 2571, 2671, 2790, 2919, 3019, 3119, 3219, 3319, 3419]",3419,40,4000,0.5,5.0,0.1,650,999999,100,0.4,20,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
140,2,75723.7369,1262.0623,252,70428.6568,0.1836,902,17.96,8,"[108, 208, 352, 452, 552, 652, 752, 852]",852,40,4000,0.5,5.0,0.1,650,999999,100,0.4,20,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
140,3,78162.456,1302.7076,605,83949.5064,0.1754,1255,24.72,9,"[166, 364, 587, 705, 805, 905, 1005, 1105, 1205]",1205,40,4000,0.5,5.0,0.1,650,999999,100,0.4,20,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
140,4,65855.9456,1097.5991,367,71790.5275,0.19,1017,20.4,8,"[213, 313, 467, 567, 667, 767, 867, 967]",967,40,4000,0.5,5.0,0.1,650,999999,100,0.4,20,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
140,5,78903.7053,1315.0618,314,59485.0841,0.1748,964,19.33,8,"[189, 289, 414, 514, 614, 714, 814, 914]",914,40,4000,0.5,5.0,0.1,650,999999,100,0.4,20,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
140,6,79981.5748,1333.0262,77,69359.157,0.197,727,14.6,6,"[177, 277, 377, 477, 577, 677]",677,40,4000,0.5,5.0,0.1,650,999999,100,0.4,20,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
140,7,79056.0513,1317.6009,43,75464.8089,0.1871,693,13.71,6,"[143, 243, 343, 443, 543, 643]",643,40,4000,0.5,5.0,0.1,650,999999,100,0.4,20,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
140,8,75627.0127,1260.4502,265,55115.417,0.1853,915,18.22,7,"[198, 365, 465, 565, 665, 765, 865]",865,40,4000,0.5,5.0,0.1,650,999999,100,0.4,20,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
140,9,77838.94,1297.3157,551,64704.0003,0.1935,1201,23.97,9,"[286, 386, 486, 651, 751, 851, 951, 1051, 1151]",1151,40,4000,0.5,5.0,0.1,650,999999,100,0.4,20,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
140,10,74653.0259,1244.2171,431,57354.3927,0.1923,1081,21.77,9,"[208, 308, 408, 531, 631, 731, 831, 931, 1031]",1031,40,4000,0.5,5.0,0.1,650,999999,100,0.4,20,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
141,1,73342.5232,1222.3754,810,66936.2422,0.1777,1460,29.55,4,"[425, 770, 1060, 1310]",1310,40,4000,0.5,5.0,0.1,650,999999,250,0.4,50,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
141,2,70569.7913,1176.1632,1626,70407.5447,0.1929,2276,45.57,7,"[490, 740, 1023, 1338, 1588, 1876, 2126]",2126,40,4000,0.5,5.0,0.1,650,999999,250,0.4,50,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
141,3,68973.1872,1149.5531,505,56704.2737,0.1859,1155,22.91,3,"[451, 755, 1005]",1005,40,4000,0.5,5.0,0.1,650,999999,250,0.4,50,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
141,4,67600.3122,1126.6719,683,65839.0275,0.1847,1333,26.09,4,"[328, 605, 933, 1183]",1183,40,4000,0.5,5.0,0.1,650,999999,250,0.4,50,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
141,5,76257.2764,1270.9546,1655,53571.3465,0.1777,2305,44.95,6,"[610, 1019, 1354, 1604, 1905, 2155]",2155,40,4000,0.5,5.0,0.1,650,999999,250,0.4,50,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
141,6,75111.0583,1251.851,617,56101.5718,0.1906,1267,24.46,3,"[560, 867, 1117]",1117,40,4000,0.5,5.0,0.1,650,999999,250,0.4,50,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
141,7,72645.7461,1210.7624,1031,64848.9109,0.1818,1681,32.68,5,"[415, 704, 972, 1281, 1531]",1531,40,4000,0.5,5.0,0.1,650,999999,250,0.4,50,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
141,8,76063.597,1267.7266,1055,73958.9547,0.1871,1705,33.41,5,"[475, 725, 1021, 1305, 1555]",1555,40,4000,0.5,5.0,0.1,650,999999,250,0.4,50,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
141,9,73042.6471,1217.3775,956,77984.5577,0.1818,1606,30.96,5,"[369, 657, 932, 1206, 1456]",1456,40,4000,0.5,5.0,0.1,650,999999,250,0.4,50,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
141,10,78776.6955,1312.9449,371,70938.9004,0.1993,1021,19.81,2,"[621, 871]",871,40,4000,0.5,5.0,0.1,650,999999,250,0.4,50,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
142,1,74119.0609,1235.3177,643,57326.3538,0.1783,1293,24.67,3,"[584, 893, 1143]",1143,40,4000,0.5,5.0,0.1,650,999999,250,0.4,50,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
142,2,72251.8872,1204.1981,999,57193.2584,0.1911,1649,31.84,4,"[656, 968, 1249, 1499]",1499,40,4000,0.5,5.0,0.1,650,999999,250,0.4,50,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
142,3,66210.4706,1103.5078,1605,58995.202,0.1772,2255,43.0,5,"[987, 1298, 1548, 1855, 2105]",2105,40,4000,0.5,5.0,0.1,650,999999,250,0.4,50,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
142,4,73116.2766,1218.6046,886,55407.4022,0.1876,1536,29.59,5,"[287, 574, 824, 1136, 1386]",1386,40,4000,0.5,5.0,0.1,650,999999,250,0.4,50,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
142,5,73508.4942,1225.1416,1063,79264.602,0.1859,1713,32.75,5,"[440, 745, 1027, 1313, 1563]",1563,40,4000,0.5,5.0,0.1,650,999999,250,0.4,50,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
142,6,64246.4176,1070.7736,2141,65071.7254,0.1783,2791,54.27,9,"[396, 681, 931, 1253, 1533, 1847, 2097, 2391, 2641]",2641,40,4000,0.5,5.0,0.1,650,999999,250,0.4,50,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
142,7,74312.6381,1238.544,1471,73350.9173,0.1818,2121,40.92,7,"[316, 604, 854, 1134, 1384, 1721, 1971]",1971,40,4000,0.5,5.0,0.1,650,999999,250,0.4,50,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
142,8,66869.4615,1114.491,911,76500.6194,0.1859,1561,29.9,5,"[304, 592, 864, 1161, 1411]",1411,40,4000,0.5,5.0,0.1,650,999999,250,0.4,50,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
142,9,74006.4946,1233.4416,1958,70242.553,0.1906,2608,50.45,7,"[731, 1020, 1302, 1599, 1876, 2208, 2458]",2458,40,4000,0.5,5.0,0.1,650,999999,250,0.4,50,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
142,10,70454.4224,1174.2404,1919,61778.4075,0.1783,2569,50.48,8,"[265, 755, 1074, 1347, 1621, 1871, 2169, 2419]",2419,40,4000,0.5,5.0,0.1,650,999999,250,0.4,50,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
143,1,67107.1432,1118.4524,1674,58562.0765,0.1847,2324,46.18,4,"[546, 963, 1477, 2074]",2074,40,4000,0.5,5.0,0.1,650,999999,400,0.4,80,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
143,2,74265.4725,1237.7579,722,66848.3505,0.1894,1372,27.31,2,"[604, 1122]",1122,40,4000,0.5,5.0,0.1,650,999999,400,0.4,80,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
143,3,78399.089,1306.6515,264,59492.9901,0.1859,914,18.13,1,[664],664,40,4000,0.5,5.0,0.1,650,999999,400,0.4,80,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
143,4,79446.869,1324.1145,46,72554.9358,0.1841,696,13.64,1,[446],446,40,4000,0.5,5.0,0.1,650,999999,400,0.4,80,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
143,5,74742.1182,1245.702,1110,72634.5435,0.1847,1760,35.65,2,"[877, 1510]",1510,40,4000,0.5,5.0,0.1,650,999999,400,0.4,80,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
143,6,70018.6334,1166.9772,974,60766.3272,0.2005,1624,32.62,3,"[421, 870, 1374]",1374,40,4000,0.5,5.0,0.1,650,999999,400,0.4,80,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
143,7,71385.3343,1189.7556,667,66146.9194,0.1841,1317,26.71,2,"[526, 1067]",1067,40,4000,0.5,5.0,0.1,650,999999,400,0.4,80,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
143,8,69784.7232,1163.0787,1867,70607.3241,0.1894,2517,50.41,4,"[780, 1346, 1816, 2267]",2267,40,4000,0.5,5.0,0.1,650,999999,400,0.4,80,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
143,9,64167.499,1069.4583,1440,60588.4085,0.1795,2090,41.66,4,"[457, 901, 1369, 1840]",1840,40,4000,0.5,5.0,0.1,650,999999,400,0.4,80,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
143,10,73203.818,1220.0636,1454,71460.9766,0.1888,2104,41.18,3,"[719, 1289, 1854]",1854,40,4000,0.5,5.0,0.1,650,999999,400,0.4,80,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
144,1,74718.0354,1245.3006,580,59450.4947,0.1882,1230,23.86,2,"[516, 980]",980,40,4000,0.5,5.0,0.1,650,999999,400,0.4,80,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
144,2,75558.4037,1259.3067,619,56801.2938,0.1999,1269,24.69,2,"[481, 1019]",1019,40,4000,0.5,5.0,0.1,650,999999,400,0.4,80,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
144,3,70153.0862,1169.2181,1517,65895.0604,0.1958,2167,41.99,3,"[990, 1471, 1917]",1917,40,4000,0.5,5.0,0.1,650,999999,400,0.4,80,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
144,4,67832.5756,1130.5429,591,75411.6752,0.1772,1241,24.08,2,"[479, 991]",991,40,4000,0.5,5.0,0.1,650,999999,400,0.4,80,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
144,5,71513.0861,1191.8848,751,75281.5437,0.1882,1401,27.42,2,"[679, 1151]",1151,40,4000,0.5,5.0,0.1,650,999999,400,0.4,80,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
144,6,74357.1776,1239.2863,1586,59566.8977,0.19,2236,43.01,4,"[698, 1131, 1557, 1986]",1986,40,4000,0.5,5.0,0.1,650,999999,400,0.4,80,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
144,7,76663.5865,1277.7264,567,61660.7257,0.1865,1217,23.77,2,"[536, 967]",967,40,4000,0.5,5.0,0.1,650,999999,400,0.4,80,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
144,8,78763.0019,1312.7167,577,62053.857,0.1841,1227,23.6,2,"[559, 977]",977,40,4000,0.5,5.0,0.1,650,999999,400,0.4,80,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
144,9,71682.2282,1194.7038,1595,69195.2659,0.1906,2245,43.04,2,"[1474, 1995]",1995,40,4000,0.5,5.0,0.1,650,999999,400,0.4,80,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
144,10,73393.1085,1223.2185,932,57965.8448,0.1812,1582,30.22,2,"[823, 1332]",1332,40,4000,0.5,5.0,0.1,650,999999,400,0.4,80,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
145,1,77600.1916,1293.3365,61,70533.4807,0.1754,711,13.46,0,[],-1,40,4000,0.5,5.0,0.1,650,999999,999999,0.4,0,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
145,2,78539.0416,1308.984,723,67265.6662,0.1906,1373,26.25,0,[],-1,40,4000,0.5,5.0,0.1,650,999999,999999,0.4,0,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
145,3,79775.1363,1329.5856,243,55226.8128,0.1882,893,16.94,0,[],-1,40,4000,0.5,5.0,0.1,650,999999,999999,0.4,0,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
145,4,75634.8413,1260.5807,265,56811.5992,0.1818,915,17.27,0,[],-1,40,4000,0.5,5.0,0.1,650,999999,999999,0.4,0,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
145,5,78663.5936,1311.0599,348,74326.8471,0.1882,998,19.1,0,[],-1,40,4000,0.5,5.0,0.1,650,999999,999999,0.4,0,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
145,6,76277.5708,1271.2928,493,84113.9861,0.1964,1143,21.73,0,[],-1,40,4000,0.5,5.0,0.1,650,999999,999999,0.4,0,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
145,7,77217.782,1286.963,270,71918.449,0.1882,920,17.44,0,[],-1,40,4000,0.5,5.0,0.1,650,999999,999999,0.4,0,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
145,8,78649.6839,1310.8281,822,54992.3852,0.1847,1472,27.94,0,[],-1,40,4000,0.5,5.0,0.1,650,999999,999999,0.4,0,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
145,9,79676.2981,1327.9383,30,70675.7912,0.1801,680,13.05,0,[],-1,40,4000,0.5,5.0,0.1,650,999999,999999,0.4,0,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
145,10,78541.3653,1309.0228,274,75831.1491,0.1777,924,17.7,0,[],-1,40,4000,0.5,5.0,0.1,650,999999,999999,0.4,0,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
146,1,71518.6138,1191.9769,594,65075.6966,0.1783,1594,31.19,14,"[151, 275, 375, 475, 575, 694, 794, 894, 994, 1094, 1194, 1294, 1394, 1494]",1494,40,4000,0.5,5.0,0.1,1000,999999,100,0.4,20,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
146,2,69369.1593,1156.1527,2028,69583.3842,0.197,3028,59.46,27,"[151, 345, 445, 545, 664, 764, 864, 964, 1064, 1164, 1264, 1380, 1480, 1580, 1680, 1780, 1880, 1980, 2128, 2228, 2328, 2428, 2528, 2628, 2728, 2828, 2928]",2928,40,4000,0.5,5.0,0.1,1000,999999,100,0.4,20,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
146,3,74493.7681,1241.5628,1338,65062.9594,0.1865,2338,46.93,19,"[197, 407, 507, 694, 794, 894, 994, 1121, 1221, 1321, 1438, 1538, 1638, 1738, 1838, 1938, 2038, 2138, 2238]",2238,40,4000,0.5,5.0,0.1,1000,999999,100,0.4,20,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
146,4,70331.7619,1172.196,784,75630.0236,0.1871,1784,35.69,15,"[151, 347, 447, 547, 647, 747, 884, 984, 1084, 1184, 1284, 1384, 1484, 1584, 1684]",1684,40,4000,0.5,5.0,0.1,1000,999999,100,0.4,20,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
146,5,66418.3108,1106.9718,2484,70194.0731,0.1772,3484,70.26,29,"[452, 590, 690, 790, 890, 990, 1090, 1190, 1290, 1390, 1523, 1623, 1755, 1855, 1955, 2055, 2155, 2255, 2355, 2455, 2584, 2684, 2784, 2884, 2984, 3084, 3184, 3284, 3384]",3384,40,4000,0.5,5.0,0.1,1000,999999,100,0.4,20,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
146,6,77159.4433,1285.9907,520,71935.5208,0.1865,1520,30.21,12,"[119, 219, 501, 620, 720, 820, 920, 1020, 1120, 1220, 1320, 1420]",1420,40,4000,0.5,5.0,0.1,1000,999999,100,0.4,20,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
146,7,71845.6743,1197.4279,365,62804.3746,0.2016,1365,27.06,11,"[225, 345, 465, 565, 665, 765, 865, 965, 1065, 1165, 1265]",1265,40,4000,0.5,5.0,0.1,1000,999999,100,0.4,20,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
146,8,71683.5973,1194.7266,2412,79111.5721,0.1917,3412,66.71,31,"[208, 334, 453, 553, 653, 753, 853, 953, 1069, 1169, 1269, 1369, 1469, 1569, 1669, 1769, 1869, 1987, 2087, 2187, 2287, 2387, 2512, 2612, 2712, 2812, 2912, 3012, 3112, 3212, 3312]",3312,40,4000,0.5,5.0,0.1,1000,999999,100,0.4,20,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
146,9,75568.8835,1259.4814,1264,79245.8577,0.1783,2264,43.76,18,"[312, 412, 537, 637, 850, 950, 1050, 1150, 1250, 1364, 1464, 1564, 1664, 1764, 1864, 1964, 2064, 2164]",2164,40,4000,0.5,5.0,0.1,1000,999999,100,0.4,20,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
146,10,70401.2798,1173.3547,732,62270.0288,0.1964,1732,33.77,15,"[154, 279, 379, 479, 595, 695, 832, 932, 1032, 1132, 1232, 1332, 1432, 1532, 1632]",1632,40,4000,0.5,5.0,0.1,1000,999999,100,0.4,20,999999,0.3,0.5,"(6, 20)",1000.0,0.01,10.0
147,1,78014.084,1300.2347,891,65295.505,0.183,1891,36.51,15,"[310, 410, 510, 610, 710, 810, 991, 1091, 1191, 1291, 1391, 1491, 1591, 1691, 1791]",1791,40,4000,0.5,5.0,0.1,1000,999999,100,0.4,20,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
147,2,77614.5144,1293.5752,243,76220.4882,0.1847,1243,24.31,10,"[187, 343, 443, 543, 643, 743, 843, 943, 1043, 1143]",1143,40,4000,0.5,5.0,0.1,1000,999999,100,0.4,20,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
147,3,75538.5446,1258.9757,2008,51022.2694,0.1795,3008,57.83,25,"[227, 327, 427, 527, 819, 919, 1019, 1119, 1219, 1358, 1495, 1595, 1695, 1795, 1895, 1995, 2108, 2208, 2308, 2408, 2508, 2608, 2708, 2808, 2908]",2908,40,4000,0.5,5.0,0.1,1000,999999,100,0.4,20,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
147,4,78470.362,1307.8394,146,60625.9238,0.1865,1146,21.86,9,"[246, 346, 446, 546, 646, 746, 846, 946, 1046]",1046,40,4000,0.5,5.0,0.1,1000,999999,100,0.4,20,999999,0.6,0.5,"(6, 20)",1000.0,0.01,10.0
